"Environnement Canada"
"Valeurs mensuelles pour janvier - 1988"

"Légende"
"Nom","Nom de la station"
"Lat","Latitude (Nord + , degrés)"
"Long","Longitude (Ouest - , degrés)"
"Prov","Province"
"Tm","Température moyenne (°C)"
"DwTm","Jours sans température moyenne valide"
"D","Différence moyenne de température par rapport à la normale (1981-2010) (°C)"
"Tx","Température maximale (°C)"
"DwTx","Jours sans température maximale valide"
"Tn","Température minimale (°C)"
"DwTn","Jours sans température minimale valide"
"S","Chutes de neige (cm)"
"DwS","Jours sans chutes de neige valide"
"S%N","Pourcentage normale (1981-2010) de chutes de neige"
"P","Précipitations totales (mm)"
"DwP","Jours sans hauteur totale de précipitations valide"
"P%N","Pourcentage normale (1981-2010) de précipitations"
"S_G","Neige au sol à la fin du mois (cm)"
"Pd","Nombre de jours avec 1,0 mm ou plus de précipitations"
"BS","Durée d'ensoleillement (heures)"
"DwBS","Jours sans insolation effective valide"
"BS%","Pourcentage normale (1981-2010) d'ensoleillement"
"HDD","Degrés jours sous 18 °C"
"CDD","Degrés jours plus 18 °C"
"Stn_No","Identificateur de la station climatique (les 3 premiers numéros correspondent au district climatique du bassin-versant, les 4 derniers caractère servent au triage alphabétique)."
"ND","Non disponible"

"Nom","Lat","Long","Prov","Tm","DwTm","D","Tx","DwTx","Tn","DwTn","S","DwS","S%N","P","DwP","P%N","S_G","Pd","BS","DwBS","BS%","HDD","CDD","Stn_No"
"BERTHIERVILLE","46,050","-73,183","QC","-9,1","0",ND,"6,5","0","-30,5","0","26,0","0",ND,"34,7","0",ND,"25,0","7","83,8","0",ND,"841,4","0,0","7010720"
"CHAMPLAIN","46,467","-72,333","QC","-11,6","0",ND,"4,5","0","-33,0","0","18,0","0",ND,"35,0","0",ND,"15,0","9","82,3","0",ND,"917,2","0,0","7011290"
"CHARLESBOURG PARC ORLEAN","46,867","-71,267","QC","-10,6","0",ND,"4,0","0","-31,0","0","73,6","0",ND,"91,0","0",ND,"68,0","14","","",ND,"886,4","0,0","7011309"
"COTEAU DU LAC","45,317","-74,167","QC","-8,6","0",ND,"11,0","0","-29,0","0","20,0","0",ND,"20,0","6",ND,"0,0","7","","",ND,"823,7","0,0","7011947"
"DESCHAMBAULT","46,667","-71,917","QC","-11,0","0","1,2","3,5","0","-33,0","0","38,6","0","76,0","59,4","0","77,0","30,0","13","","",ND,"898,3","0,0","7011982"
"DONNACONA 2","46,683","-71,733","QC","-11,1","0","1,3","3,0","0","-32,5","0","62,3","0","102,0","56,7","3",ND,"","10","","",ND,"901,4","0,0","7012071"
"DUBERGER","46,817","-71,300","QC","-10,8","0",ND,"2,0","0","-29,5","0","59,2","0",ND,"69,1","0",ND,"56,0","14","","",ND,"893,7","0,0","7012232"
"DUCHESNAY","46,867","-71,650","QC","-12,2","0",ND,"3,0","0","-36,0","0","65,7","0",ND,"72,7","0",ND,"66,0","14","85,6",".83333333333333333333333333333333333333",ND,"935,1","0,0","7012240"
"HEROUXVILLE","46,667","-72,600","QC","-12,3","0",ND,"3,5","0","-36,0","0","24,6","0",ND,"18,2","4",ND,"36,0","6","","",ND,"940,2","0,0","7013100"
"JOLIETTE VILLE","46,017","-73,433","QC","-10,6","0","1,0","6,5","0","-31,5","0","15,0","0","29,0","31,0","0","40,0","30,0","10","","",ND,"885,5","0,0","7013362"
"L'ASSOMPTION","45,809","-73,435","QC","-10,1","0",ND,"6,5","0","-31,5","0","16,4","0",ND,"32,3","0",ND,"14,0","9","104,9","0",ND,"872,0","0,0","7014160"
"LES CEDRES","45,300","-74,050","QC","-4,8","29",ND,"12,0","28","-9,0","29","0,0","28",ND,"0,0","28",ND,"","0","","",ND,"45,5","0,0","7014290"
"LOUISEVILLE","46,267","-73,017","QC","-11,4","0","1,4","4,0","0","-33,5","0","10,2","0","22,0","28,1","0","41,0","36,0","7","","",ND,"910,9","0,0","7014332"
"MASCOUCHE","45,750","-73,600","QC","-10,0","0","0,8","8,0","0","-30,5","0","12,0","0","28,0","31,2","0","45,0","19,0","10","","",ND,"868,0","0,0","7014629"
"NOTRE DAME DE LA MERCI","46,233","-74,050","QC","-7,9","20",ND,"8,5","19","-30,0","18","30,4","17",ND,"37,3","18",ND,"47,0","7","","",ND,"285,4","0,0","7015665"
"OKA","45,500","-74,067","QC","-9,5","0","1,4","11,0","0","-30,5","0","18,9","0","32,0","40,9","0","45,0","10,0","11","","",ND,"851,7","0,0","7015730"
"QUEBEC/JEAN LESAGE INTL A","46,800","-71,383","QC","-11,6","0","1,2","2,8","0","-31,2","0","71,0","0","99,0","83,6","0","97,0","63,0","15","107,1","0","108,0","917,6","0,0","7016294"
"RIGAUD","45,500","-74,367","QC","-9,3","0","1,6","12,0","0","-30,0","0","6,0","0","15,0","20,0","0","32,0","10,0","5","","",ND,"846,5","0,0","7016470"
"RIVIERE A PIERRE","47,000","-72,167","QC","-14,0","0",ND,"2,0","0","-39,0","0","34,2","0",ND,"38,2","0",ND,"30,0","11","","",ND,"992,5","0,0","7016560"
"RIVIERE VERTE OUEST","46,983","-71,833","QC","-12,1","0","1,2","5,0","0","-35,5","0","72,0","0","99,0","75,0","0","81,0","55,0","12","","",ND,"933,4","0,0","7016675"
"ST ALBAN","46,717","-72,083","QC","-11,9","0","0,8","4,0","0","-35,0","0","28,0","0","56,0","33,0","0","49,0","50,0","13","","",ND,"927,0","0,0","7016800"
"ST ALEXIS DES MONTS","46,533","-73,150","QC","-13,1","0","0,0","3,5","0","-37,0","0","27,4","0","51,0","32,6","0","47,0","41,0","8","","",ND,"965,4","0,0","7016816"
"STE ANNE DE LA PERADE","46,583","-72,233","QC","-12,2","0","0,6","2,5","0","-35,0","0","39,4","0","63,0","48,0","0","59,0","31,0","12","","",ND,"936,7","0,0","7016840"
"ST AUGUSTIN","46,733","-71,500","QC","-10,8","0",ND,"2,5","0","-31,0","0","70,3","0",ND,"91,5","0",ND,"38,0","13","102,2","0",ND,"894,2","0,0","7016900"
"STE BEATRIX","46,200","-73,600","QC","-11,9","0","1,0","8,5","0","-33,0","0","20,5","0","39,0","33,5","0","45,0","32,0","12","97,3",".41666666666666666666666666666666666667",ND,"926,9","0,0","7016902"
"ST BENOIT","45,567","-74,050","QC","-9,9","0",ND,"11,5","0","-29,5","0","14,0","0",ND,"16,2","6",ND,"7,0","7","","",ND,"864,3","0,0","7016906"
"STE CATHERINE","46,850","-71,617","QC","-12,0","0",ND,"4,0","0","-34,5","0","33,1","0",ND,"54,6","0",ND,"44,0","12","","",ND,"929,0","0,0","7016932"
"ST CHARLES DE MANDEVILLE","46,350","-73,350","QC","-12,5","0","0,2","6,0","0","-36,0","0","20,4","0","39,0","22,4","0","32,0","38,0","9","","",ND,"944,4","0,0","7016960"
"STE CHRISTINE","46,817","-71,917","QC","-12,8","0",ND,"3,0","0","-37,5","0","54,5","0",ND,"73,3","0",ND,"85,0","15","","",ND,"954,3","0,0","7017000"
"ST COME","46,283","-73,750","QC","-12,8","0","0,7","8,5","0","-35,0","0","29,6","0","48,0","37,2","0","49,0","42,0","11","","",ND,"956,2","0,0","7017080"
"ST DONAT","46,317","-74,200","QC","-11,8","0","1,6","9,0","0","-34,0","0","49,6","0","71,0","59,8","0","63,0","46,0","15","","",ND,"924,4","0,0","7017100"
"ST JACQUES","45,950","-73,583","QC","-10,8","0",ND,"6,0","0","-32,0","0","24,0","0",ND,"33,0","0",ND,"43,0","8","","",ND,"891,9","0,0","7017380"
"ST JANVIER","45,733","-73,883","QC","-10,8","0",ND,"6,5","0","-31,0","0","30,0","0",ND,"36,8","0",ND,"28,0","13","","",ND,"893,4","0,0","7017386"
"ST JOSEPH DE MEKINAC","46,917","-72,683","QC","-13,5","0",ND,"3,0","0","-38,0","0","37,8","0",ND,"39,8","0",ND,"35,0","11","","",ND,"976,9","0,0","7017422"
"ST JUSTIN","46,267","-73,100","QC","-11,7","0",ND,"4,5","0","-34,5","0","25,1","0",ND,"28,7","0",ND,"25,0","6","","",ND,"921,4","0,0","7017435"
"ST MATHIEU","46,583","-72,933","QC","-12,9","0",ND,"4,5","0","-36,5","0","32,2","0",ND,"37,0","0",ND,"47,0","10","91,6",".83333333333333333333333333333333333333",ND,"958,4","0,0","7017555"
"ST NARCISSE","46,533","-72,433","QC","-11,8","0","0,8","3,0","0","-35,5","0","15,2","0","36,0","37,0","0","60,0","15,0","12","","",ND,"924,9","0,0","7017585"
"ST PAULIN","46,417","-73,017","QC","-12,1","0",ND,"4,5","0","-34,0","0","26,6","0",ND,"46,4","0",ND,"56,0","9","","",ND,"933,1","0,0","7017640"
"ST PLACIDE","45,550","-74,200","QC","-10,1","0",ND,"8,0","0","-31,0","0","15,8","0",ND,"35,0","0",ND,"5,0","8","","",ND,"872,5","0,0","7017657"
"STE THERESE OUEST","45,650","-73,883","QC","-9,8","0","1,0","9,0","0","-30,0","0","15,0","0","32,0","30,4","0","38,0","15,0","8","","",ND,"862,9","0,0","7017755"
"ST THOMAS DE CAXTON","46,367","-72,800","QC","-11,2","0",ND,"5,0","0","-32,0","0","16,8","0",ND,"31,9","0",ND,"41,0","10","","",ND,"904,7","0,0","7017757"
"ST ZENON","46,617","-73,867","QC","-12,2","0",ND,"9,0","0","-36,0","0","32,0","0",ND,"41,0","0",ND,"20,0","14","","",ND,"934,8","0,0","7017786"
"STE FOY (PIE XII)","46,783","-71,317","QC","-11,1","0",ND,"2,5","0","-32,0","0","70,8","0",ND,"80,8","0",ND,"88,0","13","","",ND,"901,7","0,0","7017BFN"
"SHAWINIGAN","46,567","-72,750","QC","-11,8","0",ND,"4,0","0","-32,5","0","13,0","0",ND,"12,0","4",ND,"40,0","5","","",ND,"923,2","0,0","7018000"
"VILLENEUVE","46,867","-71,167","QC","-7,7","29",ND,"-0,5","29","-15,0","29","2,0","29",ND,"2,0","29",ND,"","1","","",ND,"51,3","0,0","7018762"
"DALHOUSIE STATION","45,300","-74,467","QC","-8,2","0",ND,"11,5","0","-30,0","0","17,9","0",ND,"38,7","0",ND,"0,0","10","","",ND,"813,2","0,0","701A9EC"
"TROIS RIVIERES AQUEDUC","46,383","-72,617","QC","-10,7","0","1,4","6,0","0","-32,0","0","26,6","0","46,0","40,5","0","49,0","33,0","10","","",ND,"889,6","0,0","701HE63"
"LAC AUX SABLES","46,867","-72,400","QC","-11,9","0","1,7","2,5","0","-35,0","0","35,3","0","63,0","55,3","0","73,0","40,0","10","","",ND,"928,0","0,0","701LEEH"
"ARTHABASKA","46,017","-71,950","QC","-9,1","0","1,7","10,0","0","-31,0","0","31,0","0","57,0","51,0","0","62,0","2,0","11","","",ND,"839,0","0,0","7020305"
"AUTEUIL","45,650","-73,733","QC","-8,9","0",ND,"7,5","0","-30,0","0","23,5","0",ND,"45,5","0",ND,"18,0","13","","",ND,"832,5","0,0","7020392"
"BEAUSEJOUR","46,667","-71,167","QC","-11,3","0","1,2","4,0","0","-32,0","0","87,2","0","120,0","94,2","0","102,0","60,0","16","","",ND,"909,8","0,0","7020567"
"BECANCOUR","46,333","-72,433","QC","-10,8","0",ND,"5,0","0","-31,5","0","24,6","0",ND,"34,2","0",ND,"26,0","9","","",ND,"892,4","0,0","7020570"
"BISHOPTON","45,583","-71,567","QC","-10,8","0",ND,"7,5","0","-34,0","0","40,5","0",ND,"54,5","0",ND,"39,0","13","","",ND,"891,3","0,0","7020800"
"BONSECOURS","45,400","-72,267","QC","-9,9","0","1,1","11,0","0","-32,5","0","37,2","0","53,0","49,8","0","50,0","4,0","10","62,5","0","98,0","865,6","0,0","7020828"
"BROME","45,183","-72,567","QC","-8,8","0","1,6","11,0","0","-31,0","0","31,2","0","45,0","81,7","0","83,0","5,0","13","","",ND,"831,6","0,0","7020840"
